user_id,book_id,is_read,rating,is_reviewed
5,6617,0,0,0
5,6594,0,0,0
5,6579,0,0,0
5,6539,0,0,0
5,6519,0,0,0
5,6460,1,4,0
5,6412,0,0,0
5,6402,0,0,0
5,6360,0,0,0
5,6346,0,0,0
5,6326,0,0,0
5,6315,0,0,0
5,6237,0,0,0
5,6203,1,4,0
5,6170,0,0,0
5,6148,0,0,0
5,6147,0,0,0
5,6124,0,0,0
5,6116,0,0,0
5,6113,0,0,0
5,6108,0,0,0
5,6085,0,0,0
5,6036,0,0,0
5,6031,0,0,0
5,6029,0,0,0
5,6027,0,0,0
5,6009,0,0,0
5,5978,0,0,0
5,5974,0,0,0
5,5966,0,0,0
5,5961,0,0,0
5,5958,0,0,0
5,5953,0,0,0
5,5951,0,0,0
5,5948,0,0,0
5,5943,0,0,0
5,5942,0,0,0
5,5911,0,0,0
5,5885,0,0,0
5,5883,1,0,0
5,5856,0,0,0
5,5827,0,0,0
5,5820,0,0,0
5,5808,0,0,0
5,5798,0,0,0
5,5732,0,0,0
5,5722,1,5,0
5,5623,0,0,0
5,5613,0,0,0
5,5597,0,0,0
5,5587,0,0,0
5,5529,0,0,0
5,5504,0,0,0
5,5498,0,0,0
5,5493,0,0,0
5,5484,0,0,0
5,5475,0,0,0
5,5472,0,0,0
5,5453,0,0,0
5,5398,0,0,0
5,5393,0,0,0
5,5385,0,0,0
5,5383,0,0,0
5,5382,0,0,0
5,5365,1,4,0
5,5351,0,0,0
5,5350,0,0,0
5,5303,0,0,0
5,5302,0,0,0
5,5286,0,0,0
5,5281,0,0,0
5,5279,0,0,0
5,5268,0,0,0
5,5253,0,0,0
5,5250,0,0,0
5,5243,0,0,0
5,5196,0,0,0
5,5190,0,0,0
5,5161,0,0,0
5,5156,0,0,0
5,5152,0,0,0
5,5143,0,0,0
5,5062,0,0,0
5,5053,0,0,0
5,5051,0,0,0
5,4960,0,0,0
5,4956,0,0,0
5,4941,0,0,0
5,4900,0,0,0
5,4895,0,0,0
5,4891,0,0,0
5,4877,0,0,0
5,4822,0,0,0
5,4790,0,0,0
5,4765,0,0,0
5,4759,0,0,0
5,4707,0,0,0
5,4692,0,0,0
5,4671,0,0,0
5,4654,0,0,0
5,4647,0,0,0
5,4632,0,0,0
5,4630,0,0,0
5,4603,0,0,0
5,4597,0,0,0
5,4592,0,0,0
5,4575,0,0,0
5,4572,0,0,0
5,4552,1,3,0
5,4551,1,5,0
5,4539,0,0,0
5,4538,0,0,0
5,4508,0,0,0
5,4500,1,3,0
5,4499,1,3,0
5,4498,1,4,0
5,4486,0,0,0
5,4484,0,0,0
5,4464,0,0,0
5,4455,0,0,0
5,4453,0,0,0
5,4443,0,0,0
5,4441,1,3,0
5,4356,0,0,0
5,4295,0,0,0
5,4291,0,0,0
5,4248,0,0,0
5,4246,0,0,0
5,4197,0,0,0
5,4191,0,0,0
5,4174,0,0,0
5,4171,0,0,0
5,4165,0,0,0
5,4159,0,0,0
5,4124,0,0,0
5,4118,0,0,0
5,4104,0,0,0
5,4091,0,0,0
5,4083,0,0,0
5,4038,0,0,0
5,3990,0,0,0
5,3967,0,0,0
5,3927,0,0,0
5,3926,0,0,0
5,3917,0,0,0
5,3918,0,0,0
5,3898,0,0,0
5,3861,0,0,0
5,3842,0,0,0
5,3817,0,0,0
5,3812,0,0,0
5,3811,0,0,0
5,3810,0,0,0
5,3788,0,0,0
5,3781,0,0,0
5,3771,0,0,0
5,3768,0,0,0
5,3725,0,0,0
5,3693,0,0,0
5,3684,0,0,0
5,3680,0,0,0
5,3661,0,0,0
5,3638,0,0,0
5,3624,0,0,0
5,3587,0,0,0
5,3555,0,0,0
5,3545,0,0,0
5,3531,0,0,0
5,3462,0,0,0
5,3454,0,0,0
5,3394,0,0,0
5,3385,0,0,0
5,3377,0,0,0
5,3373,0,0,0
5,3348,0,0,0
5,3344,0,0,0
5,3335,0,0,0
5,3334,0,0,0
5,3317,0,0,0
5,3316,0,0,0
5,3310,0,0,0
5,3296,0,0,0
5,3293,0,0,0
5,3239,0,0,0
5,3219,0,0,0
5,3218,0,0,0
5,3190,0,0,0
5,3191,0,0,0
5,3163,0,0,0
5,3144,0,0,0
5,3131,0,0,0
5,3127,0,0,0
5,3125,0,0,0
5,3121,0,0,0
5,3037,0,0,0
5,3025,0,0,0
5,2988,0,0,0
5,2954,0,0,0
5,2944,0,0,0
5,2885,0,0,0
5,2813,0,0,0
5,2801,0,0,0
5,2795,0,0,0
5,2787,1,5,0
5,2759,0,0,0
5,2753,0,0,0
5,2738,0,0,0
5,2733,0,0,0
5,2643,0,0,0
5,2602,0,0,0
5,2587,0,0,0
5,2574,0,0,0
5,2573,0,0,0
5,2558,0,0,0
5,2548,0,0,0
5,2547,0,0,0
5,2495,0,0,0
5,2493,0,0,0
5,2398,0,0,0
5,2359,0,0,0
5,2355,0,0,0
5,2304,0,0,0
5,2207,0,0,0
5,2196,0,0,0
5,2192,0,0,0
5,2162,0,0,0
5,2155,0,0,0
5,2152,0,0,0
5,2138,0,0,0
5,2098,0,0,0
5,2085,0,0,0
5,2080,0,0,0
5,2078,0,0,0
5,2063,1,4,0
5,2057,0,0,0
5,2039,0,0,0
5,2034,0,0,0
5,2023,0,0,0
5,2009,0,0,0
5,1986,0,0,0
5,1937,0,0,0
5,1901,0,0,0
5,1877,0,0,0
5,1876,0,0,0
5,1830,0,0,0
5,1736,0,0,0
5,1720,1,3,0
5,1702,0,0,0
5,1658,0,0,0
5,1639,0,0,0
6,7150,1,3,0
6,7135,1,3,0
6,7131,1,4,0
6,7097,0,0,0
7,7250,1,3,0
7,7210,0,0,0
7,7203,0,0,0
7,7194,0,0,0
7,7179,0,0,0
8,7432,1,3,0
8,7418,1,3,0
8,7169,1,4,0
8,7366,1,3,0
8,7349,1,4,0
8,7341,1,2,0
8,7340,1,4,0
8,7315,1,5,0
8,7301,1,4,0
8,7299,1,5,0
8,1049,1,0,0
9,4512,1,5,0
9,4521,1,4,0
9,6546,1,5,0
9,6597,0,0,0
9,7509,1,4,0
9,7508,1,5,1
9,4996,0,0,0
9,4118,0,0,0
9,6544,1,5,1
9,6808,1,4,1
9,1473,1,4,1
9,7222,1,3,0
9,6695,0,0,0
9,7485,1,4,0
9,7479,1,4,0
9,6511,0,0,0
9,1591,1,4,1
9,5199,1,3,1
9,7455,1,4,0
9,7440,0,0,0
10,7622,0,0,0
10,7621,0,0,0
10,7606,0,0,0
10,7562,0,0,0
10,7545,0,0,0
10,7543,0,0,0
10,7528,0,0,0
11,8064,1,4,0
11,8059,1,5,0
11,8058,1,5,0
11,7432,0,0,0
11,8035,0,0,0
11,862,0,0,0
11,1528,1,3,0
11,7989,0,0,0
11,7988,1,5,0
11,7970,1,3,0
11,7958,1,4,0
11,7937,0,0,0
11,7930,1,4,0
11,7928,1,4,0
11,7911,1,4,0
11,7857,0,0,0
11,7759,0,0,0
11,7710,0,0,0
11,7689,0,0,0
11,7688,0,0,0
12,7049,1,5,0
12,4766,1,3,0
12,4764,1,0,0
12,6998,0,0,0
12,8074,0,0,0
13,786,1,5,0
13,7332,1,5,0
13,8429,1,5,0
13,8394,1,4,0
13,8368,1,5,0
13,8352,1,4,0
13,8350,1,5,0
13,8335,1,5,0
13,8314,1,5,0
13,8307,1,5,0
13,8299,1,4,0
13,8296,1,5,0
13,8295,1,5,0
13,8287,1,5,0
13,8261,1,5,0
13,8206,1,5,0
13,8203,1,5,0
13,8156,1,4,0
13,8136,0,0,0
14,12701,1,5,0
14,12692,0,0,0
14,12690,1,4,0
14,12689,1,2,1
14,12659,0,0,0
14,6395,1,5,0
14,12653,1,4,0
14,12608,1,5,0
14,12556,0,0,0
14,5286,1,5,1
14,12534,1,1,0
14,6740,0,0,0
14,12511,0,0,0
14,5147,0,0,0
14,6376,0,0,0
14,12475,0,0,0
14,3834,0,0,0
14,12421,0,0,0
14,12420,0,0,0
14,12415,0,0,0
14,12393,0,0,0
14,12391,0,0,0
14,12368,0,0,0
14,12356,0,0,0
14,6375,0,0,0
14,12301,0,0,0
14,4275,0,0,0
14,4652,0,0,0
14,12251,1,4,1
14,12247,1,4,1
14,6248,0,0,0
14,3720,0,0,0
14,12167,1,5,1
14,12133,0,0,0
14,12105,0,0,0
14,6917,0,0,0
14,12100,0,0,0
14,12097,0,0,0
14,12090,0,0,0
14,12085,0,0,0
14,12080,0,0,0
14,12052,0,0,0
14,12027,0,0,0
14,12028,0,0,0
14,3873,0,0,0
14,12021,1,5,1
14,11987,0,0,0
14,2581,0,0,0
14,11947,0,0,0
14,11895,0,0,0
14,11880,1,5,1
14,11869,1,4,1
14,11811,1,4,1
14,11803,0,0,0
14,11772,0,0,0
14,11766,0,0,0
14,11745,0,0,0
14,11733,0,0,0
14,11722,0,0,0
14,11699,0,0,0
14,11657,0,0,0
14,11651,0,0,0
14,4363,1,4,1
14,11611,0,0,0
14,11603,0,0,0
14,11599,1,4,1
14,5814,0,0,0
14,11581,0,0,0
14,11573,0,0,0
14,11566,0,0,0
14,11558,1,0,0
14,11555,1,5,1
14,11514,0,0,0
14,5712,0,0,0
14,11466,0,0,0
14,11459,0,0,0
14,11448,1,4,1
14,11440,0,0,0
14,11439,1,4,1
14,11436,0,0,0
14,11431,0,0,0
14,2752,1,5,1
14,11362,0,0,0
14,11361,0,0,0
14,11343,1,4,1
14,11316,0,0,0
14,11299,0,0,0
14,11284,0,0,0
14,2667,0,0,0
14,11228,0,0,0
14,11214,0,0,0
14,4446,1,4,1
14,11185,0,0,0
14,11154,0,0,0
14,11125,0,0,0
14,11115,0,0,0
14,5257,0,0,0
14,11090,0,0,0
14,11056,1,4,1
14,11053,1,4,0
14,11026,0,0,0
14,11000,0,0,0
14,10979,0,0,0
14,10974,0,0,0
14,10959,0,0,0
14,10956,1,4,1
14,10931,0,0,0
14,10901,0,0,0
14,10894,1,3,1
14,10872,0,0,0
14,10842,0,0,0
14,10805,0,0,0
14,10764,1,4,1
14,10757,0,0,0
14,10745,0,0,0
14,10740,1,3,1
14,10721,0,0,0
14,10713,0,0,0
14,10688,1,5,1
14,10680,0,0,0
14,10643,0,0,0
14,10635,0,0,0
14,10604,0,0,0
14,10585,1,4,1
14,10493,0,0,0
14,10487,0,0,0
14,7166,1,5,1
14,10466,0,0,0
14,10431,0,0,0
14,10414,1,4,1
14,10396,0,0,0
14,10388,0,0,0
14,10379,0,0,0
14,10372,0,0,0
14,10353,0,0,0
14,10283,0,0,0
14,10276,0,0,0
14,10224,0,0,0
14,10135,0,0,0
14,10131,1,5,1
14,10121,0,0,0
14,10097,1,5,1
14,10083,0,0,0
14,10080,0,0,0
14,10077,0,0,0
14,10067,0,0,0
14,10065,0,0,0
14,10058,0,0,0
14,10053,0,0,0
14,10051,0,0,0
14,10025,0,0,0
14,9975,1,4,1
14,9954,0,0,0
14,9953,0,0,0
14,9912,0,0,0
14,9907,1,5,1
14,9901,1,4,1
14,9898,0,0,0
14,9877,0,0,0
14,9863,0,0,0
14,9839,0,0,0
14,9832,0,0,0
14,9817,0,0,0
14,9810,1,5,1
14,9747,1,4,1
14,9729,1,4,1
14,9706,0,0,0
14,9690,1,5,1
14,9681,0,0,0
14,9670,0,0,0
14,9645,0,0,0
14,9643,0,0,0
14,9624,0,0,0
14,9621,0,0,0
14,9612,0,0,0
14,9595,0,0,0
14,9580,0,0,0
14,9536,0,0,0
14,9522,0,0,0
14,9488,0,0,0
14,9474,1,5,1
14,9442,0,0,0
14,9428,0,0,0
14,9417,1,3,1
14,9402,0,0,0
14,9392,0,0,0
14,9385,0,0,0
14,9374,0,0,0
14,9363,1,5,1
14,9361,1,4,1
14,9321,0,0,0
14,9307,0,0,0
14,9304,0,0,0
14,9290,0,0,0
14,9249,0,0,0
14,9187,1,4,1
14,9115,0,0,0
14,9108,0,0,0
14,9073,1,4,1
14,9052,1,4,1
14,9026,1,4,1
14,9021,0,0,0
14,8972,1,4,1
14,8962,0,0,0
14,8916,1,4,1
14,8914,1,4,1
14,8896,1,4,1
14,8871,0,0,0
14,8867,1,4,1
14,8865,0,0,0
14,8848,0,0,0
14,8846,0,0,0
14,8826,0,0,0
14,8781,1,4,1
14,8737,0,0,0
14,8697,1,0,0
14,8666,0,0,0
14,8664,1,4,1
14,8658,0,0,0
14,8655,0,0,0
14,8649,0,0,0
14,8648,0,0,0
14,8643,0,0,0
14,8618,0,0,0
14,8567,1,4,1
14,8551,1,4,1
14,8546,0,0,0
14,8525,1,4,1
14,8524,0,0,0
14,8517,1,5,1
14,8516,0,0,0
15,13008,1,4,0
15,12989,1,4,1
15,1627,1,4,0
15,759,1,3,0
15,12970,1,3,0
15,12953,1,3,0
15,3875,1,2,0
15,12929,1,4,0
15,7010,0,0,0
15,12927,0,0,0
15,12918,1,3,0
15,12900,0,0,0
15,997,1,4,0
15,12881,1,3,0
15,12871,1,3,0
15,12866,1,2,0
15,12852,1,5,0
15,12849,1,4,0
15,12822,1,0,0
15,12799,1,2,0
15,12781,1,4,0
15,30,1,4,0
15,370,1,3,0
15,12761,0,0,0
15,12755,0,0,0
15,12748,1,4,0
15,12733,0,0,0
16,1386,1,4,0
16,427,1,4,0
16,13209,0,0,0
16,297,1,3,0
16,13192,1,5,0
16,13186,1,4,0
16,450,1,4,0
16,13149,1,4,0
16,3777,1,5,0
16,13133,1,5,0
16,13120,1,4,0
16,13112,1,4,0
16,446,1,4,0
16,7099,0,0,0
16,461,1,4,0
16,8280,1,3,0
16,12966,1,4,0
16,13066,0,0,0
16,13053,0,0,0
16,13038,0,0,0
16,13033,0,0,0
16,13028,0,0,0
17,13330,1,1,1
17,1218,0,0,0
17,13311,1,2,0
17,1368,0,0,0
17,13275,1,4,0
17,999,1,0,0
17,13265,0,0,0
17,13264,0,0,0
17,13244,0,0,0
18,13556,1,2,0
18,1203,1,4,0
18,853,0,0,0
18,1053,1,4,0
18,13540,1,0,0
18,1599,0,0,0
18,1045,0,0,0
18,13530,0,0,0
18,8450,0,0,0
18,13512,1,5,0
18,260,0,0,0
18,13476,0,0,0
18,13464,0,0,0
18,13442,0,0,0
18,8423,0,0,0
18,1051,0,0,0
18,13415,0,0,0
18,13407,0,0,0
18,849,0,0,0
19,13589,0,0,0
19,12603,1,5,0
19,5669,1,4,0
19,13577,1,3,0
20,14262,1,5,0
20,14260,1,5,0
20,14255,1,4,0
20,14244,1,3,0
20,14240,1,3,0
20,14238,1,4,0
20,14201,1,4,0
20,14187,1,3,0
20,14180,1,4,0
20,14160,1,3,0
20,14157,1,4,0
20,14129,1,4,0
20,14127,1,1,0
20,8250,1,5,0
20,14092,1,4,0
20,997,1,4,0
20,14070,1,4,0
20,14069,1,4,0
20,773,1,3,0
20,14066,1,3,0
20,723,1,5,0
20,7301,1,4,0
20,14059,1,3,0
20,14055,1,5,0
20,14030,1,4,0
20,14027,1,4,0
20,14012,1,4,0
20,14011,1,5,0
20,13998,1,4,0
20,13995,1,4,0
20,13964,1,0,0
20,13920,0,0,0
20,13911,0,0,0
20,13846,1,5,0
20,13823,1,5,0
20,13784,1,5,0
20,13710,0,0,0
20,661,0,0,0
20,665,0,0,0
21,14470,1,4,0
21,14468,1,3,0
21,14458,1,5,0
21,14442,1,4,0
21,14427,1,5,0
21,14412,1,3,0
21,14377,1,5,0
21,14373,1,4,0
21,14336,1,5,0
21,14315,0,0,0
21,14292,0,0,0
21,14290,1,5,0
22,430,1,3,0
22,14845,1,3,0
22,13190,1,0,0
22,14828,0,0,0
22,14816,1,0,0
22,1123,1,3,0
22,1197,0,0,0
22,14777,1,3,0
22,1599,0,0,0
22,14757,0,0,0
22,14732,0,0,0
22,14722,0,0,0
22,14718,1,4,0
22,14690,1,4,0
22,1539,1,4,0
22,14676,1,0,0
22,14674,0,0,0
22,14641,1,0,0
22,14628,0,0,0
22,14603,0,0,0
22,1556,0,0,0
22,14594,0,0,0
22,1958,1,5,0
22,19,0,0,0
22,14562,0,0,0
22,14555,1,4,0
22,13504,1,4,0
22,14505,0,0,0
22,14497,0,0,0
23,4752,1,4,1
23,14985,1,3,0
23,14976,1,4,0
23,7011,1,4,0
23,3107,1,4,1
23,14894,1,3,1
23,14880,1,4,1
24,15334,1,5,0
24,790,0,0,0
24,15326,1,3,0
24,15314,1,5,0
24,15301,1,4,0
24,15286,1,3,0
24,15253,1,3,0
24,15178,1,2,0
24,15166,1,4,0
24,15158,0,0,0
24,15156,1,5,0
24,15153,1,4,0
24,15130,1,5,0
24,15127,1,4,0
24,15126,1,3,0
24,15116,1,4,0
24,15100,1,3,0
24,15087,1,5,0
24,15073,1,4,0
24,3515,1,4,0
24,15053,1,0,0
25,5063,0,0,0
25,15410,0,0,0
25,15396,1,5,0
26,13413,1,4,0
26,7351,0,0,0
26,15466,1,5,0
26,15444,0,0,0
26,15441,1,5,1
27,944,1,2,0
27,739,1,1,0
27,15558,1,4,0
27,15548,1,5,0
27,15544,1,3,0
27,996,1,4,1
27,12939,1,4,0
27,15522,0,0,0
28,16147,1,4,0
28,14698,1,4,0
28,1117,1,5,0
28,66,1,5,0
28,16131,1,5,0
28,11864,1,4,0
28,16109,1,2,0
28,16107,1,1,0
28,16104,1,5,0
28,12049,1,4,0
28,12181,1,3,0
28,5436,1,5,1
28,12328,1,5,0
28,12327,0,0,0
28,13583,1,5,1
28,12410,1,4,0
28,5256,1,4,0
28,16053,1,0,0
28,6087,0,0,0
28,5661,1,4,0
28,16044,1,1,0
28,12225,1,4,0
28,16035,1,2,0
28,16026,0,0,0
28,4386,0,0,0
28,16007,0,0,0
28,11919,1,3,0
28,6414,1,3,0
28,5287,1,3,0
28,11160,0,0,0
28,11530,0,0,0
28,15984,0,0,0
28,11549,1,4,0
28,11857,1,3,0
28,15912,0,0,0
28,15864,1,4,0
28,10581,0,0,0
28,10613,0,0,0
28,15855,0,0,0
28,10950,0,0,0
28,15832,1,3,0
28,15829,1,4,0
28,10104,1,3,0
28,15821,0,0,0
28,10136,1,5,0
28,10140,0,0,0
28,15787,0,0,0
28,9306,1,3,0
28,9165,1,4,0
28,15742,0,0,0
28,9099,1,4,0
28,9853,0,0,0
28,8934,1,3,0
28,15703,1,4,0
28,15649,1,3,0
28,8675,1,0,0
28,15632,0,0,0
28,15630,0,0,0
28,15613,1,0,0
28,15609,1,0,0
28,15600,1,0,0
29,524,1,4,0
29,4731,1,4,0
29,16314,1,4,0
29,1628,1,4,0
29,16294,0,0,0
29,1387,1,5,0
29,5868,1,3,0
29,16278,1,0,0
29,6832,0,0,0
29,16269,0,0,0
29,16268,1,3,0
29,4755,0,0,0
29,4843,1,3,0
29,16261,1,4,0
29,4807,0,0,0
29,16220,0,0,0
29,6206,0,0,0
30,17230,1,4,0
30,17218,1,4,0
30,8462,1,5,1
30,17181,1,2,0
30,7393,0,0,0
30,919,1,5,1
30,17137,1,3,0
30,17131,1,4,1
30,17125,1,2,1
30,7284,1,4,0
30,17111,1,5,0
30,17107,0,0,0
30,17104,1,4,1
30,17101,1,4,1
30,17055,1,4,1
30,17045,0,0,0
30,17017,0,0,0
30,1117,1,3,1
30,16985,0,0,0
30,16977,1,2,1
30,16922,1,3,1
30,150,1,4,1
30,16913,0,0,0
30,16905,1,1,1
30,16897,1,3,1
30,16871,1,3,1
30,16825,0,0,0
30,16802,0,0,0
30,16801,0,0,0
30,16794,1,3,1
30,8381,0,0,0
30,7517,0,0,0
30,378,0,0,0
30,16707,1,4,1
30,16700,0,0,0
30,6270,0,0,0
30,16691,1,4,1
30,16688,0,0,0
30,16680,0,0,0
30,16672,0,0,0
30,1324,0,0,0
30,16639,0,0,0
30,16627,0,0,0
30,16619,0,0,0
30,16609,0,0,0
30,16598,0,0,0
30,16596,0,0,0
30,16593,0,0,0
30,16571,0,0,0
30,16549,0,0,0
30,248,1,5,1
30,16526,1,4,1
30,16467,0,0,0
30,16461,1,4,1
30,16439,0,0,0
30,16419,0,0,0
30,16407,0,0,0
30,7933,1,5,1
30,16347,0,0,0
31,17444,1,4,0
31,13981,1,3,0
31,13975,1,5,0
31,427,1,2,0
31,17425,1,3,0
31,536,1,4,0
31,7457,1,4,0
31,17398,1,3,0
31,17394,1,3,0
31,17392,1,3,0
31,13176,1,4,0
31,17358,1,3,0
31,17339,1,2,0
31,17330,1,2,0
31,17323,1,3,0
31,17319,1,4,0
31,17314,0,0,0
31,15112,0,0,0
31,17299,0,0,0
31,704,1,3,0
31,17276,1,3,0
31,17270,1,4,0
32,8447,1,4,0
32,536,1,3,0
32,862,1,3,0
32,297,1,3,0
32,8393,1,2,0
32,15142,1,3,0
32,6955,1,2,0
32,17597,0,0,0
32,17595,0,0,0
32,17590,1,3,0
32,17588,1,3,0
32,17567,1,4,0
32,16269,1,4,0
32,17524,1,3,0
32,17522,1,3,0
32,16879,0,0,0
32,17512,1,3,0
32,17504,1,3,0
32,17502,1,5,0
32,2589,1,4,0
32,8405,0,0,0
32,17462,1,4,0
33,767,1,4,0
33,17730,1,5,0
33,17113,0,0,0
33,17569,0,0,0
33,924,1,5,0
33,938,1,2,0
33,939,1,5,0
33,17672,1,5,0
33,17663,1,5,0
33,17640,0,0,0
34,18299,1,3,0
34,18296,1,2,1
34,7972,1,5,0
34,18286,1,4,0
34,18270,1,4,0
34,18197,1,4,0
34,18175,0,0,0
34,18174,0,0,0
34,18171,1,3,1
34,18133,1,4,0
34,1508,1,2,1
34,18032,1,4,0
34,7701,1,4,1
34,18008,1,3,0
34,18003,0,0,0
34,17998,1,3,0
34,7675,0,0,0
34,16240,0,0,0
34,17879,1,5,1
34,17871,0,0,0
34,17865,0,0,0
34,17859,0,0,0
34,17855,0,0,0
34,17818,0,0,0
34,1494,0,0,0
34,17792,0,0,0
34,1278,1,4,1
34,17775,0,0,0
34,17760,0,0,0
35,18543,1,5,0
35,1096,1,3,0
35,13479,0,0,0
35,18509,0,0,0
35,18504,0,0,0
35,18487,1,5,0
35,18476,0,0,0
35,18432,1,4,0
35,18427,1,0,0
35,18424,1,5,1
35,18401,1,5,0
35,18398,1,0,0
35,18392,1,4,1
35,18376,0,0,0
35,2513,0,0,0
35,18360,1,0,0
35,18337,1,4,1
35,18330,1,0,0
35,18325,0,0,0
36,18752,1,2,0
36,1594,1,4,0
36,6958,1,3,0
36,17422,0,0,0
36,5264,1,4,0
36,8404,0,0,0
36,18678,0,0,0
36,18672,0,0,0
36,15832,0,0,0
36,7154,1,2,0
36,18665,0,0,0
36,18664,0,0,0
36,6579,0,0,0
36,2139,0,0,0
36,18636,1,0,0
36,6344,0,0,0
36,197,0,0,0
36,8095,0,0,0
36,18610,0,0,0
36,7087,0,0,0
36,18594,0,0,0
36,18566,0,0,0
37,943,1,5,1
37,18829,1,5,1
37,18817,1,5,1
37,18813,0,0,0
37,18805,1,0,0
37,13270,1,4,0
37,18781,1,5,0
37,13295,0,0,0
37,197,1,4,1
37,18762,1,5,0
37,18758,0,0,0
38,1010,1,4,0
38,999,1,3,0
38,7673,1,5,0
38,18947,1,4,0
38,18925,1,3,0
38,1017,1,4,0
38,1016,1,4,0
38,410,1,5,0
38,18912,1,3,0
38,8446,1,5,0
38,18878,1,1,0
38,18839,1,4,0
38,18838,1,5,0
39,19096,1,4,0
39,13566,1,3,0
39,51,1,5,0
39,1627,1,3,0
39,1009,1,4,0
39,19084,1,3,0
39,8413,1,5,0
39,19080,1,5,1
39,19078,1,4,0
39,461,1,5,0
39,7431,1,5,0
39,19073,1,3,0
39,7409,1,5,0
39,1053,1,3,0
39,8396,1,4,0
39,19029,1,4,0
39,19009,1,5,0
39,18991,1,5,0
39,1211,1,5,0
39,1608,1,3,0
39,837,1,4,0
40,6407,0,0,0
40,5800,0,0,0
40,19410,0,0,0
40,19408,0,0,0
40,2614,0,0,0
40,19392,0,0,0
40,19388,0,0,0
40,6979,1,5,0
40,6164,0,0,0
40,7046,0,0,0
40,2522,0,0,0
40,19326,0,0,0
40,19313,0,0,0
40,19273,0,0,0
40,19261,0,0,0
40,19223,0,0,0
40,15126,0,0,0
40,52,0,0,0
40,19195,0,0,0
40,19182,0,0,0
40,19181,0,0,0
40,19173,0,0,0
40,19165,0,0,0
40,19154,0,0,0
40,19150,0,0,0
40,4767,0,0,0
40,19139,0,0,0
40,5964,0,0,0
40,19108,0,0,0
40,19105,0,0,0
41,19341,1,5,0
41,7021,1,0,0
41,6816,1,4,0
41,8436,1,3,0
41,6477,1,4,0
41,19554,1,5,0
41,19546,0,0,0
41,706,1,3,0
41,995,0,0,0
41,10023,1,5,0
41,19530,1,3,0
41,6194,0,0,0
41,7464,1,5,0
41,19517,1,5,0
41,19512,0,0,0
41,2577,1,4,0
41,6216,0,0,0
41,13572,0,0,0
41,19501,1,4,0
41,5422,1,5,0
41,19488,0,0,0
41,5709,1,1,1
41,13563,0,0,0
41,19321,0,0,0
41,16043,1,4,0
41,19423,0,0,0
41,19422,0,0,0
42,999,1,5,0
42,1366,0,0,0
42,19833,0,0,0
42,16439,0,0,0
42,13046,0,0,0
42,19804,0,0,0
42,19802,0,0,0
42,1388,1,5,0
42,19786,0,0,0
42,19774,1,4,0
42,150,1,5,0
42,19765,0,0,0
42,1300,0,0,0
42,1369,0,0,0
42,7173,1,0,0
42,19738,1,4,0
42,14535,0,0,0
42,1267,0,0,0
42,19709,0,0,0
42,17851,1,5,0
42,19677,0,0,0
42,8771,0,0,0
42,19660,1,5,0
42,19658,0,0,0
42,19646,0,0,0
42,19643,1,3,0
42,19642,0,0,0
42,19630,0,0,0
42,19626,1,5,0
42,1606,1,5,0
42,19613,0,0,0
42,13243,0,0,0
42,19608,0,0,0
42,19597,0,0,0
43,14660,1,0,0
43,12981,1,5,0
